date,EW,MV,ERI,GARCH-EVT-CVaR,GARCH-EVT-CVaR-MV
2018-02-12,1.6422522281887204,1.4590552320769576,1.551089414097706,1.6422522281887202,1.4590552320769576
2018-02-13,1.6473875444603536,1.4663305181097595,1.5562525177471824,1.6473875444603534,1.4663305181097595
2018-02-14,1.6738629250873063,1.4700010253829818,1.569903994167149,1.673862925087306,1.4700010253829818
2018-02-15,1.7015457939533811,1.497208481581287,1.5996187647433464,1.701545793953381,1.497208481581287
2018-02-16,1.6990788852752505,1.5013000906536216,1.6018906896210185,1.6990788852752503,1.5013000906536216
2018-02-20,1.7037567067831374,1.4879382022367758,1.5931523053759105,1.7037567067831372,1.4879382022367758
2018-02-21,1.6962280783240655,1.476666581913458,1.5830562912594193,1.696228078324065,1.476666581913458
2018-02-22,1.6944972727489047,1.4785590690085184,1.583027544263534,1.6944972727489043,1.4785590690085184
2018-02-23,1.7251038983701814,1.500678831071975,1.609069821596876,1.725103898370181,1.500678831071975
2018-02-26,1.7435323500613866,1.5124318356086144,1.6202412285093948,1.7435323500613862,1.5124318356086144
2018-02-27,1.7230292557570603,1.4978266900135846,1.5980652007404788,1.72302925575706,1.4978266900135846
2018-02-28,1.712541030181904,1.4872974838464363,1.588406811001461,1.7125410301819035,1.4872974838464363
2018-03-01,1.6897293866038083,1.4766033707391106,1.5700116985474162,1.689729386603808,1.4766033707391106
2018-03-02,1.7085535071682811,1.4818895032996484,1.5764386797821734,1.7085535071682807,1.4818895032996484
2018-03-05,1.7268005321293776,1.4981809417131058,1.595210372905336,1.7268005321293771,1.4981809417131058
2018-03-06,1.7395255256025637,1.497551859944563,1.5982230018142813,1.7395255256025632,1.497551859944563
2018-03-07,1.7414966523808786,1.4902331953092585,1.5814525186182298,1.7414966523808781,1.4902331953092585
2018-03-08,1.7483926058281203,1.5017793069614371,1.5928906255071222,1.7483926058281198,1.5017793069614371
2018-03-09,1.7788773168004608,1.5191018895079638,1.6143977586882223,1.7788773168004604,1.5191018895079638
2018-03-12,1.7834443258228594,1.522235780314527,1.6171114314447952,1.783444325822859,1.522235780314527
2018-03-13,1.7698214578079514,1.5188617176655803,1.6130959074723465,1.769821457807951,1.5188617176655803
2018-03-14,1.7652165998507006,1.513402548072699,1.6091694899151734,1.7652165998507001,1.513402548072699
2018-03-15,1.7629744088590784,1.5130358290010326,1.6093818633210843,1.762974408859078,1.5130358290010326
2018-03-16,1.7652487239393784,1.5185733622221906,1.616055821722985,1.765248723939378,1.5185733622221906
2018-03-19,1.7365946295339707,1.5049509841760993,1.6003701259314302,1.7365946295339703,1.5049509841760993
2018-03-20,1.7423249678529775,1.508893453271686,1.6047759994453534,1.742324967852977,1.508893453271686
2018-03-21,1.7434332634290692,1.5024317617317968,1.5991007047218966,1.7434332634290688,1.5024317617317968
2018-03-22,1.702123397926799,1.4819762274173522,1.5739624804211652,1.7021233979267987,1.4819762274173522
2018-03-23,1.6654996230651318,1.4593015029078855,1.5494959893701465,1.6654996230651316,1.4593015029078855
2018-03-26,1.714879755962529,1.4853265260826545,1.5821904820020183,1.7148797559625288,1.4853265260826545
2018-03-27,1.6705590032610709,1.4771367154426887,1.5659791063435466,1.6705590032610707,1.4771367154426887
2018-03-28,1.6560337693755545,1.48161333033229,1.5692403855693335,1.6560337693755542,1.48161333033229
2018-03-29,1.6850864419735367,1.495255488334351,1.5905953501200558,1.6850864419735365,1.495255488334351
2018-04-02,1.640679689802286,1.4680654524914827,1.5586195750659921,1.6406796898022857,1.4680654524914827
2018-04-03,1.6604926307615482,1.480740067083351,1.573356825702569,1.660492630761548,1.480740067083351
2018-04-04,1.683726325032951,1.4951264004625786,1.5888658431518103,1.6837263250329508,1.4951264004625786
2018-04-05,1.6897307248588684,1.5038049510034217,1.60051400638565,1.6897307248588682,1.5038049510034217
2018-04-06,1.6508793911900799,1.484891136820658,1.5750258043726528,1.6508793911900796,1.484891136820658
2018-04-09,1.656485753865374,1.490058585352332,1.5804431677041337,1.6564857538653739,1.490058585352332
2018-04-10,1.6900487528446715,1.4982287433155395,1.5956202277482576,1.6900487528446713,1.4982287433155395
2018-04-11,1.6815301744166609,1.4929955874333445,1.5874383016371332,1.6815301744166606,1.4929955874333445
2018-04-12,1.6974999158646111,1.4935335281315998,1.5903329687150007,1.697499915864611,1.4935335281315998
2018-04-13,1.689056211049194,1.4956664799585653,1.5865812161115371,1.6890562110491938,1.4956664799585653
2018-04-16,1.7008139204174035,1.5119348938319892,1.603407312495682,1.7008139204174033,1.5119348938319892
2018-04-17,1.7288662853594805,1.518497558315086,1.616036902239333,1.7288662853594803,1.518497558315086
2018-04-18,1.7324649264776513,1.5172936381563529,1.6207694619546753,1.732464926477651,1.5172936381563529
2018-04-19,1.7080699059237718,1.506758322631687,1.6099603180648907,1.7080699059237716,1.506758322631687
2018-04-20,1.6912052431690061,1.4889045495357383,1.5946812257789087,1.691205243169006,1.4889045495357383
2018-04-23,1.6876376949561769,1.489720335324859,1.5958288779452638,1.6876376949561767,1.489720335324859
2018-04-24,1.668788443094923,1.4819541950199802,1.5872324781596283,1.6687884430949227,1.4819541950199802
2018-04-25,1.6682425107957686,1.4855206392115745,1.5910796041437427,1.6682425107957684,1.4855206392115745
2018-04-26,1.6967438502295897,1.5022893374097985,1.6103125182736617,1.6967438502295895,1.5022893374097985
2018-04-27,1.6946736715773862,1.5025012947435594,1.6114096580080546,1.694673671577386,1.5025012947435594
2018-04-30,1.680530919277354,1.4940841360469754,1.5975077337627017,1.6805309192773539,1.4940841360469754
2018-05-01,1.6915798447296229,1.4913388147143065,1.6028734825784834,1.6915798447296226,1.4913388147143065
2018-05-02,1.6777539823794734,1.47466390396768,1.5879010373381275,1.6777539823794732,1.47466390396768
2018-05-03,1.677487917888261,1.4767329004920071,1.5893461463908376,1.6774879178882607,1.4767329004920071
2018-05-04,1.7038899516466248,1.4925862886310368,1.6069107008096843,1.7038899516466246,1.4925862886310368
2018-05-07,1.7140777501937852,1.4910931687996687,1.6093633802609426,1.714077750193785,1.4910931687996687
2018-05-08,1.71501931020265,1.4801511978004438,1.601744173335806,1.7150193102026499,1.4801511978004438
2018-05-09,1.7304303741189795,1.484339888352599,1.6054988482459382,1.7304303741189793,1.484339888352599
2018-05-10,1.7436864258785405,1.496150121541282,1.618702262488558,1.7436864258785403,1.496150121541282
2018-05-11,1.7444553121537278,1.499445520432792,1.6230632535556146,1.7444553121537276,1.499445520432792
